,control1_rna,control2_rna,control3_rna,het1_rna,het2_rna,het3_rna,homo1_rna,homo2_rna,homo3_rna
Senp6,3171,3577,2655,3974,3869,3433,3321,4679,3441
Senp7,328,409,306,333,385,349,335,555,442
Senp8,91,88,60,142,142,166,87,139,116
Sephs1,3218,3342,2995,3898,3534,3980,4105,4975,4518
Sephs2,1728,1821,1744,1047,869,1113,1580,1730,1709
Sepsecs,831,820,714,801,834,804,746,950,805
1-Sep,51,32,34,44,29,34,14,13,8
10-Sep,2548,2737,2281,1983,1959,1994,1691,2227,1772
11-Sep,17911,18540,16061,14616,13356,16571,18787,25894,18706
12-Sep,0,0,0,0,0,0,1,1,0
14-Sep,0,0,1,1,2,2,2,1,0
2-Sep,9966,10419,8299,15620,15671,14944,11289,15330,10796
3-Sep,33,36,31,48,51,69,30,59,51
4-Sep,12,12,10,22,19,24,21,27,24
5-Sep,503,516,460,1206,1016,1065,1216,1572,1072
6-Sep,647,628,586,518,442,457,866,1051,737
7-Sep,8446,10337,8054,10744,11717,11080,9099,13426,9978
8-Sep,4119,4175,3901,4445,4106,3945,4357,5660,4354
9-Sep,13426,14037,12440,13807,12203,9825,11730,11756,9954
Serac1,375,367,340,465,454,374,215,283,202
Serbp1,26870,28676,25891,23668,21531,24155,32006,36754,32627
Serf1,168,166,149,130,106,112,268,317,283
Serf2,4387,4751,4450,8848,7651,8752,5728,7626,5984
Sergef,325,323,309,318,237,262,167,306,204
Serhl,430,413,331,513,488,476,501,707,425
Serinc1,12505,13086,10591,12309,12605,11801,9764,14859,10531
Serinc2,7,8,7,14,11,3,11,19,8
Serinc3,5983,5984,5037,18300,17369,15585,5755,8837,6250
Serinc4,7,4,6,12,13,10,10,13,6
Serinc5,477,539,426,1207,1198,920,800,1218,864
Serp1,7900,8220,6821,7101,7144,7129,7173,8148,8445
Serp2,90,91,84,122,112,115,78,83,51
Serpina10,0,0,0,0,0,0,0,0,0
Serpina11,0,0,0,0,1,1,0,0,0
Serpina12,0,0,0,0,1,0,0,0,0
Serpina16,0,0,0,0,0,0,0,0,0
Serpina1a,0,0,0,0,0,0,0,0,0
Serpina1b,0,0,0,0,0,0,0,0,0
Serpina1c,0,0,0,0,0,0,0,0,0
Serpina1d,0,0,0,0,0,0,0,0,0
Serpina1e,0,0,0,0,0,0,0,0,0
Serpina1f,0,0,0,1,0,0,0,0,0
Serpina3a,0,0,0,0,0,0,0,0,1
Serpina3b,0,0,0,0,0,0,0,0,1
Serpina3c,0,0,0,0,0,0,0,2,6
Serpina3f,5,7,6,1,2,0,2,1,1
Serpina3g,14,13,12,2,4,1,7,11,15
Serpina3h,0,0,0,0,0,0,0,0,0
Serpina3i,21,21,15,2,5,3,3,3,1
Serpina3j,0,0,0,0,0,0,0,0,2
Serpina3k,0,0,0,0,0,0,0,0,0
Serpina3m,0,0,0,0,0,0,0,1,3
Serpina3n,4,3,3,2,1,5,12,36,113
Serpina4-ps1,0,0,0,0,0,0,0,0,0
Serpina5,1,0,0,0,1,0,0,1,0
Serpina6,0,0,0,0,0,0,0,0,0
Serpina7,0,0,0,0,0,0,0,0,0
Serpina9,1,2,4,0,3,4,2,2,2
Serpinb10,0,0,1,0,0,2,6,6,11
Serpinb11,0,0,0,0,0,0,0,0,0
Serpinb12,0,0,0,0,0,0,0,1,0
Serpinb13,0,0,0,0,0,2,0,0,1
Serpinb1a,31,37,22,65,39,32,211,401,709
Serpinb1b,7,10,8,14,16,11,38,69,120
Serpinb1c,15,11,10,18,15,17,40,82,154
Serpinb2,17,12,10,45,53,40,15,15,20
Serpinb3a,0,0,0,0,0,0,0,0,0
Serpinb3b,0,0,0,0,0,0,0,0,0
Serpinb3c,0,0,0,0,0,0,0,0,0
Serpinb3d,0,0,0,0,0,0,0,0,0
Serpinb5,2,3,0,0,0,0,23,46,16
Serpinb6a,9334,9778,8926,6749,6317,7049,12743,14665,14287
Serpinb6b,502,535,480,351,331,373,700,783,762
Serpinb6c,760,799,741,527,511,546,1017,1148,1127
Serpinb6d,69,65,66,53,47,52,105,95,103
Serpinb6e,51,50,55,41,44,37,72,85,92
Serpinb7,0,0,1,0,0,0,0,0,0
Serpinb8,145,125,115,618,665,530,188,322,211
Serpinb9,204,213,181,438,479,378,261,415,359
Serpinb9b,103,103,124,110,84,119,127,162,189
Serpinb9c,2,3,2,3,8,3,3,4,12
Serpinb9d,0,1,0,4,1,2,1,3,9
Serpinb9e,0,0,0,0,1,0,1,1,12
Serpinb9f,0,0,0,1,0,0,1,1,1
Serpinb9g,0,0,0,1,0,1,1,2,2
Serpinc1,7,2,3,2,2,3,0,0,2
Serpind1,0,1,0,0,0,0,2,1,1
Serpine1,74871,75325,49978,167901,134525,179022,51144,74164,105873
Serpine2,75,67,60,3711,3463,3309,120,221,254
Serpine3,0,0,0,1,0,0,0,0,0
Serpinf1,2364,2458,1791,5870,4989,9281,2517,2595,2992
Serpinf2,1,0,1,2,3,3,2,4,3
Serping1,33,26,21,0,1,1,13,9,7
Serpinh1,18306,19283,15745,36372,30939,33897,18815,22642,20408
Serpini1,58,60,42,255,215,203,58,121,37
Serpini2,0,0,0,0,0,0,0,0,0
Sertad1,767,766,832,964,764,933,746,1225,900
Sertad2,4265,4277,3870,4806,4465,4420,2732,4048,2942
Sertad3,159,150,135,167,161,162,124,167,87
Sertad4,1495,1590,1287,1546,1422,1883,1674,2475,1784
Sertm1,596,573,1381,1377,489,1823,272,219,191
Sesn1,615,662,668,354,322,364,646,882,680
Sesn2,432,538,556,1088,873,925,587,966,822
Sesn3,280,278,265,638,670,454,562,921,634
Sestd1,2616,2774,2205,2668,2548,2301,2963,3463,3112
Set,17687,18538,17454,15954,14714,17927,19920,22760,20362
Setbp1,1036,1128,984,3776,3294,2946,116,269,225
Setd1a,3224,3266,2948,3689,3253,3105,3895,4788,3371
Setd1b,1081,1166,1010,1038,860,945,1328,1362,980
Setd2,3783,4184,3302,4860,4785,4451,4559,6058,4613
Setd3,2508,2532,2301,3359,3115,3064,2379,2922,2316
Setd4,123,125,103,145,139,149,176,198,191
Setd5,5617,5921,5216,6010,5591,5249,5203,6761,5197
Setd6,713,781,661,819,709,705,620,651,671
Setd7,6308,6810,5536,5119,4825,4862,4405,6745,4447
Setdb1,2912,2880,2559,2338,2155,2271,2523,3174,2815
Setdb2,271,292,236,249,222,223,259,418,309
Setmar,110,123,119,79,88,103,94,113,96
Setx,3740,4181,3202,5789,6043,4994,4550,6543,4425
Sez6,0,0,1,0,1,2,1,0,2
Sez6l,0,0,0,0,0,0,0,0,2
Sez6l2,20,14,2,11,10,9,7,1,7
Sf1,12379,12715,10787,9995,8710,9189,12275,15135,11604
Sf3a1,4907,5097,4698,4083,3495,4154,5327,6161,5289
Sf3a2,3658,3720,3334,2330,1901,2328,3507,3688,3259
Sf3a3,3620,3909,3449,3270,2836,3561,4565,5694,4504
Sf3b1,13991,14942,11963,14271,14285,13564,13030,18223,12798
Sf3b2,13082,13689,12766,9695,8352,9358,13673,16629,13786
Sf3b3,13668,13782,12347,9599,8756,9904,18234,21333,21072
Sf3b4,5832,5903,5382,3793,3327,4071,5768,6372,6201
Sf3b5,2070,2268,2032,1501,1369,1614,1570,2063,1646
Sf3b6,1358,1437,1356,1174,1125,1150,1350,1621,1361
Sfi1,173,167,122,259,240,240,129,180,124
Sfmbt1,1187,1227,1123,1433,1311,1194,1179,1803,1189
Sfmbt2,43,41,36,100,85,77,206,477,278
Sfn,24,21,15,96,64,60,30,31,19
Sfpq,16705,17198,14880,15616,14652,14333,18720,22411,16123
Sfr1,5377,5995,5525,4300,4106,4255,5920,7565,5549
Sfrp1,583,493,427,564,496,650,58,92,114
Sfrp2,2,1,0,9,4,11,19,18,48
Sfrp4,5,4,4,256,240,201,0,3,0
Sfrp5,0,0,0,2,0,0,0,0,0
Sfswap,3356,3157,2669,3085,2817,2820,3664,4611,3382
Sft2d1,1169,1222,1091,1308,1174,1109,1051,1200,1058
Sft2d2,1329,1336,1300,1648,1607,1449,1176,1794,1022
Sft2d3,125,129,106,250,234,238,127,136,126
Sfta2,0,0,0,0,0,0,0,0,0
Sfta3-ps,0,0,0,0,0,0,0,0,0
Sftpa1,0,0,0,0,0,0,0,0,0
Sftpb,0,0,1,0,1,0,0,0,0
Sftpc,0,1,0,0,0,0,0,0,0
Sftpd,0,0,0,1,0,0,0,0,0
Sfxn1,2708,2888,2455,3002,2902,3393,3708,5039,3931
Sfxn2,337,413,318,254,219,240,240,317,205
Sfxn3,3118,3128,2745,3766,3227,2959,2361,3691,2330
Sfxn4,52,71,45,61,71,68,27,45,28
Sfxn5,174,161,159,133,134,141,122,185,131
Sgca,3,3,0,5,5,3,5,8,9
Sgcb,748,821,634,1401,1332,1238,586,924,674
Sgcd,1365,1616,1234,495,492,439,2460,3093,2917
Sgce,483,531,457,1587,1391,1385,746,898,965
Sgcg,0,0,0,2,0,0,1,0,0
Sgcz,1,0,1,0,1,0,0,0,0
Sgf29,765,792,822,549,490,611,503,651,490
Sgip1,3,1,4,19,9,21,0,1,2
Sgk1,12358,12711,10170,14454,12568,13554,17971,35830,18644
Sgk2,2,1,0,2,0,2,7,17,6
Sgk3,533,558,448,512,522,512,388,636,381
Sgms1,1727,1691,1481,2073,2049,2141,1865,2982,2196
Sgms2,2497,2642,2592,1827,1655,1587,1210,2597,1421
Sgo1,920,1009,787,713,690,705,891,1017,792
Sgo2a,1572,1805,1273,1402,1563,1468,1605,1996,1218
Sgo2b,187,215,158,157,181,170,187,229,160
Sgol1,929,1016,792,724,698,709,898,1026,801
Sgpl1,6713,6678,6150,6979,6295,6413,9312,11322,9864
Sgpp1,2591,2570,2320,2362,2287,2620,2234,3505,2437
Sgpp2,4,4,5,5,9,7,5,8,6
Sgsh,292,299,274,387,364,380,614,728,594
Sgsm1,275,249,219,79,55,58,267,384,168
Sgsm2,855,801,760,699,610,491,698,929,597
Sgsm3,988,1023,962,606,508,600,918,1193,844
Sgta,5131,5104,4649,4056,3493,4095,4759,5966,4745
Sgtb,314,337,262,396,429,316,457,605,382
Sh2b1,1873,1847,1746,2023,1777,1817,1352,1689,1384
Sh2b2,270,254,225,169,184,185,366,361,452
Sh2b3,2233,2267,2002,2021,1806,1792,2383,3176,2318
Sh2d1a,0,0,0,0,0,0,0,0,0
Sh2d1b1,79,96,67,162,163,137,466,480,235
Sh2d1b2,4,6,4,14,9,12,41,40,14
Sh2d2a,1,0,0,0,0,0,0,0,0
Sh2d3c,9,4,7,14,14,8,9,20,23
Sh2d4a,13,16,6,4,4,3,225,318,241
Sh2d4b,133,131,118,26,33,29,12,27,11
Sh2d5,49,27,29,54,62,45,175,182,91
Sh2d6,2,0,1,5,5,1,6,1,0
Sh2d7,0,0,1,0,0,0,0,0,0
Sh3bgr,21,16,25,55,32,33,3,9,4
Sh3bgrl,4100,5102,3577,7549,8762,7813,2863,4718,2643
Sh3bgrl2,1451,1614,1616,823,852,756,392,417,355
Sh3bgrl3,860,878,888,1042,958,1164,1471,1813,1550
Sh3bp1,1378,1546,1332,1273,1116,1081,2424,3019,2164
Sh3bp2,475,493,457,546,426,369,265,315,285
Sh3bp4,2140,2200,1840,3135,2651,3644,1094,1828,1246
Sh3bp5,686,696,584,363,341,404,445,604,450
Sh3bp5l,1187,1255,1120,1112,973,1011,1221,1717,1271
Sh3d19,1332,1329,1242,1410,1328,1565,1288,1865,1390
Sh3d21,10,13,10,14,6,5,18,11,14
Sh3gl1,2851,2998,2740,4690,4075,4360,3403,4115,3454
Sh3gl2,0,0,0,0,0,0,0,1,0
Sh3gl3,66,104,88,145,144,141,96,109,97
Sh3glb1,6836,7301,6418,8993,8705,8886,7759,10023,9140
Sh3glb2,1164,1163,1159,1499,1309,1533,1348,1548,1197
Sh3kbp1,1189,1280,1199,434,445,786,3484,4466,3933
Sh3pxd2a,12742,12996,11743,5566,4969,4431,15182,19513,15246
Sh3pxd2b,4800,4991,4341,6507,6052,5120,3802,4060,2699
Sh3rf1,1061,1162,1013,956,848,913,1434,1665,1515
Sh3rf2,10,8,8,35,29,37,5,16,10
Sh3rf3,440,452,415,421,357,367,232,376,351
Sh3tc1,13,10,21,6,9,6,20,37,31
Sh3tc2,0,2,0,2,5,4,4,2,3
Sh3yl1,68,62,61,162,135,134,41,76,53
Shank1,1,8,5,12,8,9,2,5,7
Shank2,238,256,206,645,511,689,57,84,103
Shank3,6,3,6,6,5,7,13,10,31
Sharpin,1152,1149,986,876,804,791,1380,1598,1274
Shb,1697,1657,1532,1314,1144,1256,978,1382,1196
Shbg,1,0,3,2,3,0,1,0,0
Shc1,4846,4869,4565,4948,4376,4200,4185,5497,4191
Shc2,17,22,13,24,22,31,85,80,67
Shc3,5,9,10,14,8,14,0,1,2
Shc4,247,207,156,804,856,666,73,68,77
Shcbp1,2285,2426,1835,1010,910,947,3060,4964,3250
Shcbp1l,0,0,0,0,0,0,0,1,0
Shd,3,2,2,4,3,2,2,3,0
She,89,95,69,17,20,30,6,17,14
Shf,268,228,266,373,371,317,376,346,296
Shh,6,4,2,2,0,0,0,0,2
Shisa2,0,0,2,9,7,13,3,2,2
Shisa3,0,0,6,1,1,1,1,2,0
Shisa4,988,1079,1006,1577,1244,1306,603,724,754
Shisa5,2113,2223,2045,3369,2928,3072,4092,4586,4605
Shisa6,1,0,0,1,2,2,0,0,0
Shisa7,1,2,0,0,0,0,2,1,1
Shisa8,3,3,5,7,3,8,65,49,43
Shisa9,0,0,0,0,0,0,0,0,0
Shisal1,0,2,1,104,112,29,0,0,0
Shisal2a,0,0,0,0,0,0,0,0,0
Shisal2b,3,4,0,0,2,2,1,3,3
Shkbp1,569,632,513,683,644,578,581,711,462
Shld1,13,17,11,19,18,31,7,13,14
Shld2,152,163,138,145,131,159,178,275,247
Shld3,360,371,294,278,258,271,386,524,361
Shmt1,1840,1997,1733,1237,1163,1483,3241,3445,3299
Shmt2,10976,11541,9664,8384,7560,9064,11480,13011,12119
Shoc2,3970,4376,3397,4146,4199,3518,3644,5011,3694
Shox2,722,806,706,511,553,565,257,353,215
Shpk,34,31,23,75,72,57,45,72,48
Shprh,2057,2473,1819,1729,1805,1560,1781,2653,1792
Shq1,510,527,463,410,384,411,835,912,923
Shroom1,97,97,73,431,372,363,335,483,369
Shroom2,847,883,861,625,650,659,193,270,136
Shroom3,1129,1142,966,1421,1211,1286,207,347,332
Shroom4,503,550,458,468,491,423,822,698,803
Shtn1,2,5,1,13,7,5,266,435,153
Siae,158,157,154,673,614,559,280,414,290
Siah1a,968,1000,809,987,923,916,886,1130,1026
Siah1b,938,994,841,803,778,769,972,1198,969
Siah2,887,963,799,1115,977,1029,831,1021,952
Siah3,0,0,0,0,0,0,0,0,0
Sidt1,6,10,6,16,13,9,6,5,3
Sidt2,3035,3073,2573,6840,5843,5848,2493,3131,2366
Sigirr,11,11,14,55,35,41,20,47,14
Siglec1,1,3,0,1,2,0,1,0,6
Siglec15,10,9,2,9,4,6,2,8,0
Siglece,21,21,18,23,27,18,13,20,15
Siglecf,2,0,1,1,2,3,3,1,0
Siglecg,126,112,119,137,117,247,91,92,59
Siglech,1,1,2,0,0,3,1,0,1
Sigmar1,2326,2385,2189,1881,1625,2055,2268,2636,2450
Sik1,963,931,958,1079,857,978,507,914,555
Sik2,1475,1465,1334,1649,1496,1221,1791,2252,2316
Sik3,2964,2994,2811,2417,2115,2229,3253,4169,3736
Sike1,748,744,687,785,726,712,797,1121,826
Sil1,618,666,563,1023,858,834,482,603,421
Sim1,0,0,0,0,0,0,6,15,9
Sim2,5,12,21,6,7,7,5714,9568,5105
Simc1,1284,1352,1053,1016,992,922,1577,2150,1624
Sin3a,2806,2839,2545,2811,2692,2585,2738,3057,2285
Sin3b,3325,3520,3140,3515,3010,3205,4534,5488,4677
Sinhcaf,1738,1852,1540,1221,1200,1466,1180,1458,1132
Sipa1,613,597,594,975,845,896,1665,2012,1462
Sipa1l1,5099,5122,5005,2125,1784,1843,1479,1980,1897
Sipa1l2,1332,1469,1165,1242,1150,908,1125,991,1227
Sipa1l3,4512,4644,4305,1959,1801,1826,2743,2326,2291
Sirpa,882,863,801,2163,1991,1974,1209,1646,998
Sirpb1a,0,1,0,2,2,4,1,2,0
Sirpb1b,0,0,0,0,0,1,0,0,0
Sirt1,1725,1864,1522,1127,1136,1096,1362,2175,1448
Sirt2,1367,1448,1333,1764,1573,1765,1132,1511,1221
Sirt3,83,73,107,171,140,159,120,141,117
Sirt4,159,162,126,283,232,241,180,216,161
Sirt5,108,119,108,139,127,132,84,127,99
Sirt6,321,359,268,426,383,352,374,495,321
Sirt7,654,674,590,664,542,543,730,899,658
Sis,0,0,0,0,0,0,0,0,0
Sit1,0,0,0,0,0,0,0,0,0
Siva1,1132,1107,1234,1223,1087,1259,862,1109,781
Six1,1319,1317,1032,2154,1910,2058,491,698,428
Six2,57,58,41,160,168,163,501,549,501
Six3,12,13,10,17,14,11,0,0,3
Six3os1,0,0,0,0,0,0,0,0,0
Six4,1208,1314,1092,1004,961,891,383,591,228
Six5,102,121,97,177,167,161,191,235,157
Six6,0,1,0,0,0,0,0,1,1
Ska1,551,566,490,628,538,664,579,734,536
Ska2,1311,1497,1207,1344,1279,1512,1291,1845,1164
Ska3,1051,1107,922,856,826,909,1142,1317,976
Skap1,13,12,20,11,9,10,5,6,0
Skap2,661,651,640,733,681,604,1095,1633,1169
Ski,5424,5408,4852,7433,6878,6307,4940,7029,6008
Skida1,277,304,285,233,214,241,62,68,53
Skil,7482,7773,6702,8357,8155,8329,5709,13654,8561
Skint1,0,0,0,0,0,0,0,0,0
Skint10,0,0,0,0,0,0,0,0,0
Skint11,0,0,0,0,0,0,0,0,0
Skint2,1,0,0,0,0,0,0,0,0
Skint3,0,0,0,0,0,0,0,0,0
Skint4,16,13,10,22,18,18,11,18,10
Skint5,0,0,0,0,0,0,0,1,1
Skint6,0,0,0,0,0,0,2,1,1
Skint7,0,0,1,1,1,0,1,0,0
Skint8,26,34,25,28,51,43,24,42,23
Skint9,0,0,0,0,0,0,0,0,0
Skiv2l,2598,2657,2143,2490,2255,2128,2207,2897,2079
Skor1,1,3,1,0,0,1,0,0,3
Skor2,0,0,0,0,0,0,0,0,0
Skp1a,6808,7390,6642,6057,5785,6124,6366,8468,6598
Skp2,2531,2643,2462,1472,1439,1461,2816,3468,2810
Sla,8,6,4,12,12,8,8,9,10
Sla2,0,0,1,1,4,4,4,9,4
Slain1,2,0,1,0,0,0,0,0,0
Slain1os,0,0,0,0,0,0,0,0,0
Slain2,3773,3950,3393,4669,4490,4306,4210,5655,4316
Slamf1,0,0,0,0,0,0,0,0,0
Slamf6,0,0,0,0,1,0,0,0,0
Slamf7,0,0,0,0,1,0,0,0,0
Slamf8,1,0,0,1,3,3,0,1,3
Slamf9,1,1,0,7,6,9,0,0,1
Slbp,3387,3476,3337,3132,2996,3168,3854,5207,4572
Slc10a1,9,6,3,4,5,6,12,6,4
Slc10a2,7,8,6,21,4,11,6,5,4
Slc10a3,442,457,381,428,396,427,488,603,524
Slc10a4,0,0,0,0,1,1,0,0,1
Slc10a5,0,0,0,0,0,0,0,0,0
Slc10a6,0,0,0,0,0,0,0,0,1
Slc10a7,870,831,780,1073,956,1096,834,1195,1280
Slc11a1,7,11,8,5,7,5,10,14,26
Slc11a2,3293,3175,2977,1858,1737,1787,3355,4119,3122
Slc12a1,0,1,0,0,1,7,1,3,4
Slc12a2,3655,3718,3302,2717,2777,2807,2084,3627,2415
Slc12a3,1,1,3,3,1,0,1,3,0
Slc12a4,5061,5139,4498,7374,6459,6426,4553,5695,5262
Slc12a5,7,7,2,22,18,12,11,24,17
Slc12a6,1087,1110,922,2034,1897,1674,646,1053,657
Slc12a7,1674,1665,1416,2102,1926,2106,1817,2277,1754
Slc12a8,20,21,20,18,11,13,14,23,18
Slc12a9,514,524,486,709,581,672,384,563,433
Slc13a1,0,0,0,0,0,0,0,0,0
Slc13a2,0,0,0,0,0,1,0,0,1
Slc13a2os,0,0,0,0,0,0,0,0,0
Slc13a3,0,0,0,0,0,0,0,1,0
Slc13a4,1,0,1,0,0,0,1,0,0
Slc13a5,3,0,0,3,3,4,0,0,4
Slc14a1,14,17,9,237,248,86,0,1,1
Slc14a2,0,0,0,3,5,8,1,0,0
Slc15a1,4,6,4,11,7,10,11,15,14
Slc15a2,21,18,18,0,0,1,7,24,8
Slc15a3,0,0,0,0,0,1,6,10,9
Slc15a4,1446,1496,1430,1686,1482,1602,1255,1577,1283
Slc15a5,0,0,0,0,0,0,0,0,0
Slc16a1,7091,7047,6214,3028,2895,3091,6634,7048,6334
Slc16a10,623,610,565,386,395,411,524,829,623
Slc16a11,26,24,19,17,13,11,8,3,9
Slc16a12,1,0,0,0,0,0,0,1,0
Slc16a13,41,44,21,372,294,315,275,272,162
Slc16a14,11,11,14,21,14,12,5,6,5
Slc16a2,31,11,18,34,20,33,11,29,18
Slc16a3,1,4,3,12,19,7,1,3,2
Slc16a4,5,5,1,33,22,20,10,17,7
Slc16a5,0,0,0,0,0,0,0,0,0
Slc16a6,53,70,31,40,33,77,491,621,601
Slc16a7,1,3,1,63,58,52,2,14,7
Slc16a8,0,0,1,0,0,2,0,0,0
Slc16a9,85,69,36,217,236,135,184,336,253
Slc17a1,0,0,0,0,0,0,0,0,0
Slc17a2,0,0,0,0,0,0,0,0,0
Slc17a3,0,1,0,0,0,0,0,0,0
Slc17a4,0,0,0,0,0,0,0,0,0
Slc17a5,645,618,550,916,908,865,454,721,476
Slc17a6,3,1,1,1,0,0,121,115,103
Slc17a7,10,11,13,5,8,14,25,35,34
Slc17a8,7,7,6,7,12,10,7,14,9
Slc17a9,13,8,11,9,11,13,20,30,15
Slc18a1,2,4,1,1,2,9,4,5,8
Slc18a2,0,0,1,0,0,0,1,0,0
Slc18a3,0,0,0,1,0,0,0,0,0
Slc18b1,619,622,548,644,549,596,622,839,632
Slc19a1,3842,3802,3294,1593,1378,1867,2974,2959,3176
Slc19a2,1859,1947,2133,970,869,850,1293,1725,1410
Slc19a3,0,0,1,2,4,1,0,2,4
Slc1a1,4,7,1,11,11,9,44,72,96
Slc1a2,8,7,10,17,19,12,10,36,30
Slc1a3,66,81,67,14,17,34,406,748,457
Slc1a4,1384,1402,1165,2547,2281,2300,1880,2648,2864
Slc1a5,2571,2707,2383,829,704,836,953,1213,1053
Slc1a6,0,0,0,56,30,39,15,11,26
Slc1a7,7,15,10,8,14,9,12,15,5
Slc20a1,19741,19710,13108,60634,56610,47164,20741,27833,18699
Slc20a2,6186,6396,5639,3510,2882,3446,4273,4418,5598
Slc22a1,0,0,0,0,0,0,0,0,0
Slc22a12,0,0,0,0,0,0,0,0,0
Slc22a13,1,3,1,1,3,1,4,4,4
Slc22a13b-ps,0,0,0,0,0,0,0,0,0
Slc22a14,0,0,0,2,1,0,0,0,3
Slc22a15,78,76,64,268,271,222,166,252,160
Slc22a16,0,0,1,0,0,0,0,1,0
Slc22a17,7,12,6,11,18,11,12,37,19
Slc22a18,2,2,0,1,1,3,5,13,3
Slc22a19,0,0,0,0,0,0,0,0,0
Slc22a2,0,0,0,0,0,0,1,0,0
Slc22a20,0,0,0,0,0,0,0,0,0
Slc22a21,673,694,521,568,478,436,586,817,589
Slc22a22,0,1,1,3,1,1,0,1,0
Slc22a23,2505,2440,2106,3469,3142,2758,262,255,285
Slc22a26,0,0,0,0,0,0,0,0,0
Slc22a27,0,0,0,0,0,0,2,4,3
Slc22a28,0,0,0,0,0,0,0,0,0
Slc22a29,0,0,0,0,0,0,9,14,10
Slc22a3,0,0,1,0,0,0,0,0,1
Slc22a30,0,0,1,0,1,0,0,1,0
Slc22a4,61,61,57,25,20,25,98,142,113
Slc22a5,427,445,360,457,392,380,351,466,367
Slc22a6,0,0,0,0,0,0,0,0,0
Slc22a7,0,0,0,0,0,0,0,0,0
Slc22a8,0,0,0,0,0,0,0,1,0
Slc23a1,15,12,12,8,7,9,11,11,5
Slc23a2,3698,3713,3068,4449,4088,3467,3768,4573,3760
Slc23a3,9,13,19,26,17,34,5,27,6
Slc23a4,1,4,4,5,7,2,4,7,4
Slc24a1,0,1,0,2,0,0,0,0,0
Slc24a2,1,0,0,1,1,0,0,0,0
Slc24a3,1077,1060,847,4521,3781,3063,277,358,382
Slc24a4,0,0,0,1,1,1,0,0,1
Slc24a5,12,9,4,8,9,8,12,8,6
Slc25a1,1233,1176,1320,970,818,944,1035,1393,1066
Slc25a10,2005,2123,1793,1892,1629,1959,1927,2327,1596
Slc25a11,1844,1897,1815,2604,2156,2530,1990,2794,2015
Slc25a12,2302,2398,2095,2107,1901,2111,2025,2900,2168
Slc25a13,1877,1979,1831,2483,2444,2509,1463,1760,1400
Slc25a14,220,220,203,386,311,274,285,383,220
Slc25a15,1125,1101,951,1062,1040,1182,1119,1316,1130
Slc25a16,1136,1201,1037,846,834,814,982,1520,1185
Slc25a17,3564,3705,3156,2775,2406,2750,3350,4302,3516
Slc25a18,0,2,0,2,1,2,0,0,0
Slc25a19,237,249,282,228,205,229,194,264,190
Slc25a2,1,3,4,5,1,1,2,4,3
Slc25a20,534,471,474,721,700,709,842,1181,925
Slc25a21,0,0,0,0,0,0,0,1,0
Slc25a22,952,961,764,1114,905,1077,783,894,737
Slc25a23,111,128,131,120,115,83,8,30,15
Slc25a24,8445,8475,7713,3829,3810,4318,8006,10406,8400
Slc25a25,2674,2784,2393,3266,3051,2722,1593,2562,1875
Slc25a26,232,234,298,222,217,268,205,272,261
Slc25a27,347,371,247,236,212,188,239,266,141
Slc25a28,1072,1168,927,756,644,660,1070,1141,898
Slc25a29,116,125,98,126,135,130,28,17,20
Slc25a3,24655,25419,23925,15347,13856,15503,20551,24718,20581
Slc25a30,917,1025,815,946,939,935,707,934,626
Slc25a31,0,0,0,0,0,0,1,0,0
Slc25a32,3069,3331,2591,2254,2184,2130,3436,4465,3975
Slc25a33,736,767,761,378,385,383,501,609,614
Slc25a34,1,2,0,4,0,2,1,2,0
Slc25a35,9,12,21,64,67,64,10,20,8
Slc25a36,1991,2181,1596,3075,3318,2594,1474,2336,1572
Slc25a37,2605,2587,2100,1782,1675,1632,2472,2858,2215
Slc25a38,344,355,313,431,369,395,354,487,365
Slc25a39,3674,3977,3615,4167,3734,4110,4526,5226,4501
Slc25a4,18134,19364,18078,18638,16723,17896,17191,21784,16754
Slc25a40,866,907,792,1113,1050,1000,997,1513,1067
Slc25a41,0,0,0,0,0,0,0,0,0
Slc25a42,135,124,120,118,128,102,91,132,134
Slc25a43,51,72,45,0,0,0,86,119,92
Slc25a44,1680,1647,1549,1357,1290,1430,1459,1744,1543
Slc25a45,69,80,67,94,109,100,13,18,13
Slc25a46,1338,1498,1240,2329,2335,2144,1294,1962,1619
Slc25a47,119,125,99,105,109,98,92,86,89
Slc25a48,1,0,2,1,1,2,14,19,21
Slc25a5,15161,15857,14571,12414,11412,13605,16776,20381,15587
Slc25a51,2213,2088,1868,2971,2746,2752,2402,2850,2334
Slc25a53,42,58,44,69,68,57,55,76,61
Slc25a54,0,0,0,0,0,0,0,0,0
Slc26a1,1,0,0,1,1,0,0,0,0
Slc26a10,0,3,4,3,2,3,4,13,4
Slc26a11,365,347,231,418,382,272,168,255,142
Slc26a2,313,359,236,564,488,450,311,405,300
Slc26a3,2,1,0,0,2,0,0,0,1
Slc26a4,0,1,0,0,0,0,0,0,0
Slc26a5,0,0,0,0,0,0,0,0,0
Slc26a6,200,212,178,417,367,296,245,312,261
Slc26a7,0,1,0,36,37,29,0,0,2
Slc26a8,2,2,2,13,6,2,4,8,9
Slc26a9,0,1,0,0,0,0,0,0,0
Slc27a1,905,930,1006,1562,1464,1262,158,256,157
Slc27a2,0,0,0,0,0,0,0,0,0
Slc27a3,168,166,194,141,115,130,306,365,389
